split_a,image_a,path_a,split_b,image_b,path_b,phash_dist,dhash_dist,ssim_256,confirmed_near_duplicate,old_split_a,old_split_b,old_rel_image_a,old_rel_image_b,component_id_a,component_id_b,md5_a,md5_b,source_group_a,source_group_b,instances_a,instances_b
train,train__C-W2-0094.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0094.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,33,3,0.267364,False,train,train,C-W2-0094.jpg,C-W6-0073.jpg,0,4,396dbc3732c709b2f2457f063f2b8518,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,298,12
train,val__C-W6-V0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0014.jpg,test,train__C-W6-0099.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0099.jpg,22,6,0.267106,False,val,train,C-W6-V0014.jpg,C-W6-0099.jpg,192,4,4e26dd2e75d0f40c1ae1d3f1c1e2a72c,1199f22818a7f60558b35952892ba380,c-w6-v0014,c-w6,35,175
train,train__C-W2-0092.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0092.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,41,5,0.26685,False,train,train,C-W2-0092.jpg,C-W6-0073.jpg,0,4,0db59be45a9a73a5d4b44ca77dc93e7b,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,305,12
train,val__C-W6-V0015.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0015.jpg,val,train__C-W3-0093.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0093.jpg,25,5,0.26682,False,val,train,C-W6-V0015.jpg,C-W3-0093.jpg,193,1,529fdc3c8e2023ce817e5192fb5e33cf,c73bee3a5b4fea3b12fbd2cc15d112f5,c-w6-v0015,c-w3,11,226
train,train__C-W2-0169.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0169.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,29,4,0.266583,False,train,train,C-W2-0169.jpg,C-W6-0073.jpg,0,4,b31b6d22948e00168a87c2e8b9bc8ced,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,246,12
train,val__C-W6-V0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0016.jpg,test,train__C-W6-0141.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0141.jpg,29,6,0.265766,False,val,train,C-W6-V0016.jpg,C-W6-0141.jpg,194,4,176bee5b894abb53012559ed8140fad6,f84d5f85614e5f66921c747eee4f2915,c-w6-v0016,c-w6,48,136
val,train__C-W3-0093.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0093.jpg,test,train__C-W6-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0074.jpg,28,5,0.26575,False,train,train,C-W3-0093.jpg,C-W6-0074.jpg,1,4,c73bee3a5b4fea3b12fbd2cc15d112f5,02f929fbf109a0cffcfd2277fb88b322,c-w3,c-w6,226,14
train,train__C-W2-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0048.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,23,3,0.26548,False,train,train,C-W2-0048.jpg,C-W6-0073.jpg,0,4,1e489fa41a6c7ff9750403d931823d88,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,232,12
train,train__C-W1-0064.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0064.jpg,test,train__K-516.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__K-516.jpg,13,6,0.265028,False,train,train,C-W1-0064.jpg,K-516.jpg,0,5,5a465a116ef5ca8f57b87ed5be1802b7,3874755441b6e01373262ae276706fc9,c-w1,k,563,522
train,train__C-W1-0143.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0143.jpg,test,val__C-W1-V0013.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W1-V0013.jpg,9,6,0.264884,False,train,val,C-W1-0143.jpg,C-W1-V0013.jpg,0,24,a55d5319e72927d4a66c904683a6ac51,dcd02dfde77cc1a97d48785a3ded368f,c-w1,c-w1-v0013,822,498
train,val__C-W4-V0018.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W4-V0018.jpg,test,train__C-W4-0009.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0009.jpg,29,5,0.264787,False,val,train,C-W4-V0018.jpg,C-W4-0009.jpg,143,2,d209e45ce9852b821628e7b26cf90192,9b971231f2e0053abc4a183156072435,c-w4-v0018,c-w4,205,201
train,val__C-W4-V0018.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W4-V0018.jpg,test,train__C-W4-0075.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W4-0075.jpg,29,5,0.264787,False,val,train,C-W4-V0018.jpg,C-W4-0075.jpg,143,2,d209e45ce9852b821628e7b26cf90192,9b971231f2e0053abc4a183156072435,c-w4-v0018,c-w4,205,199
train,train__C-W5-0008.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0008.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,32,6,0.264551,False,train,train,C-W5-0008.jpg,C-W6-0073.jpg,3,4,a788e45983d2b364ae1d8a0003cc66ed,da07ef1d730ddc2e73d6033b84fed47f,c-w5,c-w6,93,12
train,train__C-W1-0108.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0108.jpg,test,val__C-W1-V0013.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W1-V0013.jpg,4,11,0.264259,False,train,val,C-W1-0108.jpg,C-W1-V0013.jpg,0,24,de1528d0ce527ac12158fe9693949322,dcd02dfde77cc1a97d48785a3ded368f,c-w1,c-w1-v0013,636,498
train,val__C-W2-V0010.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W2-V0010.jpg,test,train__C-W6-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0074.jpg,34,5,0.263783,False,val,train,C-W2-V0010.jpg,C-W6-0074.jpg,34,4,f3d2ea296f6f6cccfaddeb7f03789a86,02f929fbf109a0cffcfd2277fb88b322,c-w2-v0010,c-w6,296,14
train,train__C-W1-0094.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0094.jpg,test,train__C-W6-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0074.jpg,32,5,0.26372,False,train,train,C-W1-0094.jpg,C-W6-0074.jpg,0,4,e4bc692393b0452c3b1caf60e2b449d7,02f929fbf109a0cffcfd2277fb88b322,c-w1,c-w6,322,14
train,val__C-W6-V0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0016.jpg,test,train__C-W6-0076.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0076.jpg,27,5,0.263596,False,val,train,C-W6-V0016.jpg,C-W6-0076.jpg,194,4,176bee5b894abb53012559ed8140fad6,c33fd81e71ded64009c0592101cc3624,c-w6-v0016,c-w6,48,174
train,train__C-W5-0009.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0009.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,34,5,0.263463,False,train,train,C-W5-0009.jpg,C-W6-0073.jpg,3,4,5ff43eb1616c884b7b525034db489f91,da07ef1d730ddc2e73d6033b84fed47f,c-w5,c-w6,120,12
val,train__C-W3-0031.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0031.jpg,test,train__C-W6-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0074.jpg,30,6,0.263116,False,train,train,C-W3-0031.jpg,C-W6-0074.jpg,1,4,f35b82ff76ec2cc801c9d3d5f556b406,02f929fbf109a0cffcfd2277fb88b322,c-w3,c-w6,231,14
train,train__C-W2-0171.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0171.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,32,3,0.262887,False,train,train,C-W2-0171.jpg,C-W6-0073.jpg,0,4,73abad2346cd58b0316ee4332affe32c,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,304,12
train,val__C-W6-V0015.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0015.jpg,test,train__C-W6-0068.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0068.jpg,29,6,0.262702,False,val,train,C-W6-V0015.jpg,C-W6-0068.jpg,193,4,529fdc3c8e2023ce817e5192fb5e33cf,0ba5f0d75d3b3f00b054dcd05b5b2e9b,c-w6-v0015,c-w6,11,155
train,train__C-W1-0015.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0015.jpg,test,val__C-W1-V0013.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W1-V0013.jpg,7,6,0.262115,False,train,val,C-W1-0015.jpg,C-W1-V0013.jpg,0,24,b3431f72aaeb7eb5d6d3a80f5d9e4a46,dcd02dfde77cc1a97d48785a3ded368f,c-w1,c-w1-v0013,956,498
train,train__C-W5-0005.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0005.jpg,test,train__C-W6-0076.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0076.jpg,29,6,0.262046,False,train,train,C-W5-0005.jpg,C-W6-0076.jpg,3,4,d369628c73be043cf943db8affb54615,c33fd81e71ded64009c0592101cc3624,c-w5,c-w6,90,174
train,train__C-W1-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0048.jpg,test,val__C-W1-V0013.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\val__C-W1-V0013.jpg,10,6,0.261643,False,train,val,C-W1-0048.jpg,C-W1-V0013.jpg,0,24,edd47ab498848007284c9a56e993d940,dcd02dfde77cc1a97d48785a3ded368f,c-w1,c-w1-v0013,812,498
train,val__C-W6-V0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0016.jpg,test,train__C-W6-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0001.jpg,22,1,0.261464,False,val,train,C-W6-V0016.jpg,C-W6-0001.jpg,194,4,176bee5b894abb53012559ed8140fad6,dcedd69db543f247c7eab16818ebaeef,c-w6-v0016,c-w6,48,196
train,train__C-W2-0095.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0095.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,36,3,0.261001,False,train,train,C-W2-0095.jpg,C-W6-0073.jpg,0,4,92285891ea3a2dd2c7742e3a38ce4ac6,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,332,12
train,val__C-W4-V0043.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W4-V0043.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,27,6,0.26046,False,val,train,C-W4-V0043.jpg,C-W6-0073.jpg,164,4,41a3bec943c4d1b537c6fa321a6fcb4c,da07ef1d730ddc2e73d6033b84fed47f,c-w4-v0043,c-w6,127,12
train,val__C-W1-V0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W1-V0001.jpg,test,train__C-W6-0063.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0063.jpg,30,6,0.259718,False,val,train,C-W1-V0001.jpg,C-W6-0063.jpg,12,4,2dfccd7b58bed571d96e4f9fb725558f,2ed1ed8be7cd91b1ba20ff11d2121607,c-w1-v0001,c-w6,395,123
train,val__C-W6-V0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0016.jpg,test,train__C-W6-0081.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0081.jpg,31,2,0.259576,False,val,train,C-W6-V0016.jpg,C-W6-0081.jpg,194,4,176bee5b894abb53012559ed8140fad6,be250210ce3622c404a3524cff483507,c-w6-v0016,c-w6,48,188
train,val__C-W3-V0004.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0004.jpg,test,train__C-W6-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0074.jpg,31,6,0.259051,False,val,train,C-W3-V0004.jpg,C-W6-0074.jpg,83,4,f57203237f17f41016ed3053fa04d79d,02f929fbf109a0cffcfd2277fb88b322,c-w3-v0004,c-w6,243,14
train,train__C-W2-0078.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0078.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,28,4,0.258023,False,train,train,C-W2-0078.jpg,C-W6-0073.jpg,0,4,8cf0757f7599525e5697c4457ac8380e,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,248,12
train,train__C-W1-0050.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0050.jpg,test,train__C-W6-0140.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0140.jpg,20,6,0.257444,False,train,train,C-W1-0050.jpg,C-W6-0140.jpg,0,4,e4f3eb7f1c0f0d341f23daf929e1a53b,03dce3ab2558bf149c653d5dd2067816,c-w1,c-w6,335,202
train,train__C-W2-0137.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0137.jpg,test,train__C-W6-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0001.jpg,22,6,0.257324,False,train,train,C-W2-0137.jpg,C-W6-0001.jpg,0,4,eeb39db6c9efec04ce6901786b234673,dcedd69db543f247c7eab16818ebaeef,c-w2,c-w6,331,196
train,val__C-W6-V0031.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0031.jpg,test,train__C-W6-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0001.jpg,28,6,0.256948,False,val,train,C-W6-V0031.jpg,C-W6-0001.jpg,208,4,5b3144557767a82b4c4c3e060b75902e,dcedd69db543f247c7eab16818ebaeef,c-w6-v0031,c-w6,30,196
train,val__C-W1-V0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W1-V0001.jpg,val,train__C-W3-0093.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0093.jpg,23,4,0.255974,False,val,train,C-W1-V0001.jpg,C-W3-0093.jpg,12,1,2dfccd7b58bed571d96e4f9fb725558f,c73bee3a5b4fea3b12fbd2cc15d112f5,c-w1-v0001,c-w3,395,226
train,train__C-W2-0024.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0024.jpg,test,train__C-W6-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0001.jpg,27,5,0.254601,False,train,train,C-W2-0024.jpg,C-W6-0001.jpg,0,4,d3615432b5ab4bacfba4ddfc66276a2c,dcedd69db543f247c7eab16818ebaeef,c-w2,c-w6,282,196
train,val__C-W3-V0002.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0002.jpg,test,train__C-W6-0127.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0127.jpg,29,5,0.254319,False,val,train,C-W3-V0002.jpg,C-W6-0127.jpg,81,4,fbc2b6dcc329d1468eb966b09f0ddca0,fd71d3bba44d5c26b48fd9dcd22c7290,c-w3-v0002,c-w6,255,14
train,train__C-W1-0052.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0052.jpg,test,train__K-517.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__K-517.jpg,7,6,0.254101,False,train,train,C-W1-0052.jpg,K-517.jpg,0,5,a4ff5513f2aeadb99e1107eb55e44643,6e196827d5580a4e4dd464952f7f8e3d,c-w1,k,600,457
train,train__C-W1-0050.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W1-0050.jpg,test,train__C-W6-0081.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0081.jpg,32,2,0.253197,False,train,train,C-W1-0050.jpg,C-W6-0081.jpg,0,4,e4f3eb7f1c0f0d341f23daf929e1a53b,be250210ce3622c404a3524cff483507,c-w1,c-w6,335,188
train,train__C-W2-0092.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0092.jpg,test,train__C-W6-0060.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0060.jpg,22,6,0.253194,False,train,train,C-W2-0092.jpg,C-W6-0060.jpg,0,4,0db59be45a9a73a5d4b44ca77dc93e7b,5b98d8c01d4aff429e06428f8dc011f1,c-w2,c-w6,305,80
train,val__C-W3-V0003.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0003.jpg,test,train__C-W6-0074.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0074.jpg,30,6,0.25257,False,val,train,C-W3-V0003.jpg,C-W6-0074.jpg,82,4,d9a212a3d4b98c4382e1c344410967ec,02f929fbf109a0cffcfd2277fb88b322,c-w3-v0003,c-w6,259,14
train,val__C-W6-V0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0016.jpg,test,train__C-W6-0006.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0006.jpg,21,2,0.25162,False,val,train,C-W6-V0016.jpg,C-W6-0006.jpg,194,4,176bee5b894abb53012559ed8140fad6,e1c923808be392b233573fa75f28eaa7,c-w6-v0016,c-w6,48,152
train,val__C-W3-V0034.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0034.jpg,test,train__C-W6-0127.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0127.jpg,31,6,0.251432,False,val,train,C-W3-V0034.jpg,C-W6-0127.jpg,102,4,9d8d80edbf94e22821da53e19357ab41,fd71d3bba44d5c26b48fd9dcd22c7290,c-w3-v0034,c-w6,245,14
train,val__C-W3-V0063.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0063.jpg,test,train__C-W6-0127.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0127.jpg,31,6,0.251432,False,val,train,C-W3-V0063.jpg,C-W6-0127.jpg,102,4,9d8d80edbf94e22821da53e19357ab41,fd71d3bba44d5c26b48fd9dcd22c7290,c-w3-v0063,c-w6,243,14
train,val__C-W6-V0059.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0059.jpg,test,train__C-W6-0100.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0100.jpg,23,6,0.251055,False,val,train,C-W6-V0059.jpg,C-W6-0100.jpg,236,4,d59fbc8cbc814bc2b27344396c8df570,edf52f89c43bcbccb51d2871a40a1b88,c-w6-v0059,c-w6,9,216
train,val__C-W1-V0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W1-V0001.jpg,val,train__C-W3-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0030.jpg,23,2,0.250777,False,val,train,C-W1-V0001.jpg,C-W3-0030.jpg,12,1,2dfccd7b58bed571d96e4f9fb725558f,98fcf4501bf4673f4ecdfa0d5cc4a468,c-w1-v0001,c-w3,395,247
train,train__C-W2-0091.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0091.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,34,3,0.250463,False,train,train,C-W2-0091.jpg,C-W6-0073.jpg,0,4,cd173706b4f05e03bf6bbefc5bf67b4e,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,324,12
val,train__C-W3-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0030.jpg,test,train__C-W6-0127.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0127.jpg,28,6,0.249893,False,train,train,C-W3-0030.jpg,C-W6-0127.jpg,1,4,98fcf4501bf4673f4ecdfa0d5cc4a468,fd71d3bba44d5c26b48fd9dcd22c7290,c-w3,c-w6,247,14
train,train__C-W2-0090.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0090.jpg,test,train__C-W6-0073.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0073.jpg,35,4,0.249816,False,train,train,C-W2-0090.jpg,C-W6-0073.jpg,0,4,64174b1111d292f87b8dbaa97e47f350,da07ef1d730ddc2e73d6033b84fed47f,c-w2,c-w6,325,12
train,val__C-W6-V0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W6-V0016.jpg,test,train__C-W6-0099.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\test\train__C-W6-0099.jpg,32,4,0.249681,False,val,train,C-W6-V0016.jpg,C-W6-0099.jpg,194,4,176bee5b894abb53012559ed8140fad6,1199f22818a7f60558b35952892ba380,c-w6-v0016,c-w6,48,175
train,val__C-W3-V0034.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0034.jpg,val,train__C-W3-0027.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0027.jpg,14,4,0.248916,False,val,train,C-W3-V0034.jpg,C-W3-0027.jpg,102,1,9d8d80edbf94e22821da53e19357ab41,1ba613f9a2aed772c3d311e9baa54563,c-w3-v0034,c-w3,245,237
train,val__C-W3-V0063.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W3-V0063.jpg,val,train__C-W3-0027.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0027.jpg,14,4,0.248916,False,val,train,C-W3-V0063.jpg,C-W3-0027.jpg,102,1,9d8d80edbf94e22821da53e19357ab41,1ba613f9a2aed772c3d311e9baa54563,c-w3-v0063,c-w3,243,237
train,val__C-W1-V0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\val__C-W1-V0001.jpg,val,train__C-W3-0031.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\val\train__C-W3-0031.jpg,23,3,0.248719,False,val,train,C-W1-V0001.jpg,C-W3-0031.jpg,12,1,2dfccd7b58bed571d96e4f9fb725558f,f35b82ff76ec2cc801c9d3d5f556b406,c-w1-v0001,c-w3,395,231
