split,image_name,image_path,new_split,component_id,old_split,old_rel_image,md5,source_group,instances,phash,dhash,hash_ok,hash_error
train,train__C-W2-0171.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0171.jpg,train,0,train,C-W2-0171.jpg,73abad2346cd58b0316ee4332affe32c,c-w2,304,9257261060672995620,17361641481138401520,True,
train,train__C-W2-0172.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0172.jpg,train,0,train,C-W2-0172.jpg,46f8afa55fc2f20264db2a2cd86c85d3,c-w2,131,13902646151483425716,9259542124368586212,True,
train,train__C-W2-0173.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0173.jpg,train,0,train,C-W2-0173.jpg,a00cf2f1c86c4a88f8b0841787013dd1,c-w2,130,13904880358895059892,9259559716554630500,True,
train,train__C-W2-0174.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0174.jpg,train,0,train,C-W2-0174.jpg,c139b880e78108369a8747533204fd5e,c-w2,494,11383525806042180312,8210335868774314224,True,
train,train__C-W2-0175.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0175.jpg,train,0,train,C-W2-0175.jpg,55c1c8dd56c42d82c16418780462dd5d,c-w2,337,10412363847586175994,18347587060200715894,True,
train,train__C-W2-0176.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0176.jpg,train,0,train,C-W2-0176.jpg,fa56c9fabab0a6196cabc97be09474f7,c-w2,592,10781659017038972894,15752379082989384786,True,
train,train__C-W2-0177.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0177.jpg,train,0,train,C-W2-0177.jpg,bd7286f53c5cdf4f16281f7607d06a5a,c-w2,303,12254478928575389618,13166195710438362986,True,
train,train__C-W2-0178.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0178.jpg,train,0,train,C-W2-0178.jpg,27c004f7232e6ce6cce641850beaade8,c-w2,397,10700611824518061532,13585592580516623478,True,
train,train__C-W2-0179.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0179.jpg,train,0,train,C-W2-0179.jpg,ab0acbb9bdea6456e18ad9a69c578db4,c-w2,386,10781659025729543640,13729707768053507446,True,
train,train__C-W2-0180.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0180.jpg,train,0,train,C-W2-0180.jpg,1a35f883bc7c2872a3f6a546d10949c9,c-w2,327,9268449542200516572,10851346039191053686,True,
train,train__C-W2-0181.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0181.jpg,train,0,train,C-W2-0181.jpg,ebe1ccb90ac6b2b57f47cf4d0d4bbe8c,c-w2,243,10420849515526538445,7673848702672231416,True,
train,train__C-W2-0182.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0182.jpg,train,0,train,C-W2-0182.jpg,12fba0c27409cd6a1f0544d85d354a38,c-w2,339,10438294427926872533,17777104908376136918,True,
train,train__C-W2-0183.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0183.jpg,train,0,train,C-W2-0183.jpg,e5f2f7f1bfded68f50ed15e4d51e0f4f,c-w2,416,10379504628225615044,17363893280952611056,True,
train,train__C-W2-0184.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0184.jpg,train,0,train,C-W2-0184.jpg,85ab4aeca2e48ef0320838c2d627b147,c-w2,377,10405116715506691742,16208719976531554544,True,
train,train__C-W2-0185.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0185.jpg,train,0,train,C-W2-0185.jpg,036a94ef1d00a27b18bb3d8d41dd9fc4,c-w2,315,10699543926299457747,17361641481138401520,True,
train,train__C-W2-0186.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0186.jpg,train,0,train,C-W2-0186.jpg,6453b2aa8898e01cbe1938d37818f0d1,c-w2,409,10708758638377239953,17652651354153593036,True,
train,train__C-W2-0187.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0187.jpg,train,0,train,C-W2-0187.jpg,a3103d888a5954b5ae928015229756eb,c-w2,485,13841613611583578419,7233001885594077585,True,
train,train__C-W2-0188.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0188.jpg,train,0,train,C-W2-0188.jpg,c53a11808ae8e74652f728a7fb814f25,c-w2,547,13840971765128339865,16249201038413513153,True,
train,train__C-W2-0189.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0189.jpg,train,0,train,C-W2-0189.jpg,cc56f001f079714c8997223b7115f0e5,c-w2,372,10733842552951214292,17201144863865091822,True,
train,train__C-W2-0190.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0190.jpg,train,0,train,C-W2-0190.jpg,36756807f33ac2674cfdda36b636823e,c-w2,297,10492895093873328275,7599787531084684510,True,
train,train__C-W2-0191.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0191.jpg,train,0,train,C-W2-0191.jpg,b58dc7d1cefaa2d3bad33acb7a6ff830,c-w2,279,10429855616041438660,3836502277906947770,True,
train,train__C-W2-0192.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0192.jpg,train,0,train,C-W2-0192.jpg,022eaa63a7342413dc2c097b2e95e6f4,c-w2,410,10511194247233999058,15740882098822567130,True,
train,train__C-W2-0193.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0193.jpg,train,0,train,C-W2-0193.jpg,0f3653926b379d20f3eacd8f16299ec0,c-w2,321,10510913258259505620,15905234758857063678,True,
train,train__C-W2-0194.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0194.jpg,train,0,train,C-W2-0194.jpg,8e6ea9b6ff990d70304d85467b615a54,c-w2,211,12825760782545408197,13420444032658562746,True,
train,train__C-W2-0195.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0195.jpg,train,0,train,C-W2-0195.jpg,e367e9cc87fc95472387d72b9768a5f0,c-w2,443,12817044329856053459,11111150205932590748,True,
train,train__C-W2-0196.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0196.jpg,train,0,train,C-W2-0196.jpg,c45495e89ab1b125f6021a588d348e87,c-w2,306,13113992799895273685,13491920534801143484,True,
train,train__C-W2-0197.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0197.jpg,train,0,train,C-W2-0197.jpg,aad81960ee3a9dc64317b637b8e00fb9,c-w2,402,9335754757710659727,16892710691001521884,True,
train,train__C-W2-0198.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0198.jpg,train,0,train,C-W2-0198.jpg,ae48c92b7f2961d1ebcf44bd129a3c30,c-w2,458,10395273784212333513,17361641481138401528,True,
train,train__C-W2-0199.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0199.jpg,train,0,train,C-W2-0199.jpg,c2302f8e6cb561a64615a77a73ff6803,c-w2,434,10397521182723744649,17361641481138401528,True,
train,train__C-W2-0200.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W2-0200.jpg,train,0,train,C-W2-0200.jpg,528f23d54026a7ab369ed7b2f98bcc5c,c-w2,351,10781484464901326744,18193685772897659092,True,
train,train__C-W5-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0001.jpg,train,3,train,C-W5-0001.jpg,feb5ffe2db20533f6b4d64f34323ad28,c-w5,151,16106142785802235343,16928017973036598704,True,
train,train__C-W5-0002.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0002.jpg,train,3,train,C-W5-0002.jpg,b4a14709de63b7f3e7d8062628fc3db8,c-w5,161,14519665231831986168,13444867571735208552,True,
train,train__C-W5-0003.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0003.jpg,train,3,train,C-W5-0003.jpg,ce9c4b93f9e11cd178df8f8179ebfb98,c-w5,108,9269089798412231695,12001193129299699858,True,
train,train__C-W5-0004.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0004.jpg,train,3,train,C-W5-0004.jpg,6b3bbacf770b72c3278f6b1dd139465a,c-w5,90,9699478286914767142,17361641446577337520,True,
train,train__C-W5-0005.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0005.jpg,train,3,train,C-W5-0005.jpg,d369628c73be043cf943db8affb54615,c-w5,90,9696100571035421990,16208702315491816624,True,
train,train__C-W5-0006.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0006.jpg,train,3,train,C-W5-0006.jpg,319f1536dccd66857677b146ab2df66f,c-w5,102,11278109223025332702,16930809713635239606,True,
train,train__C-W5-0007.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0007.jpg,train,3,train,C-W5-0007.jpg,82586289683d8349a584b25be0210c50,c-w5,92,9620802090967450073,14908271964816292518,True,
train,train__C-W5-0008.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0008.jpg,train,3,train,C-W5-0008.jpg,a788e45983d2b364ae1d8a0003cc66ed,c-w5,93,9567468153045525821,16208724323172675824,True,
train,train__C-W5-0009.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0009.jpg,train,3,train,C-W5-0009.jpg,5ff43eb1616c884b7b525034db489f91,c-w5,120,9641213471666293463,17361641481004175584,True,
train,train__C-W5-0010.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0010.jpg,train,3,train,C-W5-0010.jpg,415e1fa29c779abf244b4960a2432de6,c-w5,59,17839848932848420303,15768597734724354947,True,
train,train__C-W5-0011.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0011.jpg,train,3,train,C-W5-0011.jpg,2b248bd0472cf726beae9fe7a9a56c4d,c-w5,73,10413950782745268553,16329095247300928921,True,
train,train__C-W5-0012.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0012.jpg,train,3,train,C-W5-0012.jpg,d0f35702db5d4e6086619c2bb447f241,c-w5,73,13944248492133401369,14679137509936482230,True,
train,train__C-W5-0013.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0013.jpg,train,3,train,C-W5-0013.jpg,353e53bc9b4a8f31bb0b0b34b917a72c,c-w5,74,13872749999556904845,6527054575376535942,True,
train,train__C-W5-0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__C-W5-0014.jpg,train,3,train,C-W5-0014.jpg,afd2bae28e518c1a7553e53847117071,c-w5,87,13873049047597239511,10629802336118249879,True,
train,train__P-W1-0001.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0001.jpg,train,6,train,P-W1-0001.jpg,4aef3d5b89aaef346c68ed02e70ed572,p-w1,63,14479203493715700123,10491585657962722355,True,
train,train__P-W1-0002.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0002.jpg,train,6,train,P-W1-0002.jpg,c6d5818fef13c0a521a08aedf57a9ca9,p-w1,57,14479203493719859611,11068046410264048819,True,
train,train__P-W1-0003.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0003.jpg,train,6,train,P-W1-0003.jpg,d82e43d9bf7880d8ab703084479bf599,p-w1,59,15623113409476848543,11068046411335546291,True,
train,train__P-W1-0004.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0004.jpg,train,6,train,P-W1-0004.jpg,dc296129031f138bf8d1f548b020f7f8,p-w1,80,15605107807064583070,11076772405105997235,True,
train,train__P-W1-0005.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0005.jpg,train,6,train,P-W1-0005.jpg,423646f17b8d7e6e0814087913ec0383,p-w1,82,15605107257308769182,11077053880080610739,True,
train,train__P-W1-0006.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0006.jpg,train,6,train,P-W1-0006.jpg,3b597e84513a840107b766475c145604,p-w1,76,15605107257308769182,11077053880080610483,True,
train,train__P-W1-0007.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0007.jpg,train,6,train,P-W1-0007.jpg,5c5ec7b4a9552d73edc282cafba10afc,p-w1,78,15623121655818249118,11077045083989685683,True,
train,train__P-W1-0008.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0008.jpg,train,6,train,P-W1-0008.jpg,261d3e780a2b8f53ae18b1749f7461c0,p-w1,84,15605107257308769182,11077053880082707635,True,
train,train__P-W1-0009.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0009.jpg,train,6,train,P-W1-0009.jpg,f8eb0d707c3ce20b971c308eaef8d98c,p-w1,80,15623120006546647967,12804175546453931281,True,
train,train__P-W1-0010.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0010.jpg,train,6,train,P-W1-0010.jpg,aca0cbe08902ecee6718932d95518108,p-w1,82,15623260744035003295,12804175546453931025,True,
train,train__P-W1-0011.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0011.jpg,train,6,train,P-W1-0011.jpg,df5e79fd8afff86cbc3e6e374b8b4087,p-w1,74,15614253536190360479,10498213855214249009,True,
train,train__P-W1-0012.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0012.jpg,train,6,train,P-W1-0012.jpg,031cbff7954ce8c9bc781d789843b9b2,p-w1,48,16785392780534009656,11065785880927253681,True,
train,train__P-W1-0013.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0013.jpg,train,6,train,P-W1-0013.jpg,94b872b5f3101aefa658e51e8d5d5ac0,p-w1,62,14479277169450220443,10498349939122480307,True,
train,train__P-W1-0014.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0014.jpg,train,6,train,P-W1-0014.jpg,db8da0034c1f59fe412da579c08ef873,p-w1,68,14479203502305632667,10491579206919746611,True,
train,train__P-W1-0015.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0015.jpg,train,6,train,P-W1-0015.jpg,09c973de226b9cf35ae8cf2d74f0cd11,p-w1,55,14479203502171416987,10491585667624301617,True,
train,train__P-W1-0016.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0016.jpg,train,6,train,P-W1-0016.jpg,4e91e84ac28f02cc163ad49c46df9df2,p-w1,61,14479203502171416987,10491585667624301619,True,
train,train__P-W1-0017.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0017.jpg,train,6,train,P-W1-0017.jpg,3e777720b1df89eaffb5d51ffe3caa7c,p-w1,74,10416949494146034591,11077902755840488855,True,
train,train__P-W1-0018.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0018.jpg,train,6,train,P-W1-0018.jpg,36f3263fe89f4ebc091e8de445b02f33,p-w1,90,10490117577876105375,11077902742421358979,True,
train,train__P-W1-0019.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0019.jpg,train,6,train,P-W1-0019.jpg,395fc08c51305d4f30e761ac8d544cde,p-w1,68,10993410246449458079,11077902751545521559,True,
train,train__P-W1-0020.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0020.jpg,train,6,train,P-W1-0020.jpg,324f841249e583c1b5b2501d34515c6a,p-w1,50,17055329069604002267,9741195454601193249,True,
train,train__P-W1-0021.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0021.jpg,train,6,train,P-W1-0021.jpg,efbad1fd4dfb679e9676697ff654292f,p-w1,53,17055329069604002267,9741195454601193249,True,
train,train__P-W1-0022.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0022.jpg,train,6,train,P-W1-0022.jpg,1bbc402f14596df08986e87a6533fd76,p-w1,50,17055329069604002267,9741195452453709601,True,
train,train__P-W1-0023.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0023.jpg,train,6,train,P-W1-0023.jpg,5c5fd74c868718dc34ff0f03af8be333,p-w1,50,17055329069604002267,9741195454601193249,True,
train,train__P-W1-0024.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0024.jpg,train,6,train,P-W1-0024.jpg,6623ee7e2f05107a25b1dfca78719241,p-w1,52,17055329069604002267,9741195454601193249,True,
train,train__P-W1-0025.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0025.jpg,train,6,train,P-W1-0025.jpg,c73249b7a6ffa017c44557ee411996b0,p-w1,45,17055329069604002267,9741195452453709601,True,
train,train__P-W1-0026.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0026.jpg,train,6,train,P-W1-0026.jpg,a1ea0c9114f888010e2703d36b1ec600,p-w1,58,10993419042538285983,11077902742955586967,True,
train,train__P-W1-0027.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0027.jpg,train,6,train,P-W1-0027.jpg,7e9e54eb5d4f7f2d226142bc0458df15,p-w1,94,10426502051168152223,11077937927336089031,True,
train,train__P-W1-0028.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0028.jpg,train,6,train,P-W1-0028.jpg,fc5ccdbbe1054d9438a38d6e92124070,p-w1,86,14475526620318546386,9496290149042222323,True,
train,train__P-W1-0029.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0029.jpg,train,6,train,P-W1-0029.jpg,464d828e32f62143b04e5eac31bc5698,p-w1,80,14475526620318546386,9352175098405319923,True,
train,train__P-W1-0030.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0030.jpg,train,6,train,P-W1-0030.jpg,fe6e4e34df55c93f6c6b57286bb649ed,p-w1,75,14475526620318546386,9352175098405319923,True,
train,train__P-W1-0031.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0031.jpg,train,6,train,P-W1-0031.jpg,e25716c82653e88008ec991a60731ab0,p-w1,86,13898784427398147482,9928688489832117491,True,
train,train__P-W1-0032.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0032.jpg,train,6,train,P-W1-0032.jpg,0e8f40b346797362974dd6a01b862e8d,p-w1,75,13898784427398147482,9928688627271070963,True,
train,train__P-W1-0033.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0033.jpg,train,6,train,P-W1-0033.jpg,b49c3be6b0d84821180eeaaff6556591,p-w1,89,13887601923391154590,11077036326021879239,True,
train,train__P-W1-0034.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0034.jpg,train,6,train,P-W1-0034.jpg,26900031505c0e1583e16302ef748a69,p-w1,89,13887041301310006686,11221173505538246087,True,
train,train__P-W1-0035.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0035.jpg,train,6,train,P-W1-0035.jpg,ee7e1e2aee6d182a7eba22364dcf08e3,p-w1,77,13886918027158644922,11068020263164695747,True,
train,train__P-W1-0036.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0036.jpg,train,6,train,P-W1-0036.jpg,daefca8a0e793d2d61830cf407f08bb7,p-w1,72,13899065902374889882,9496290149042222323,True,
train,train__P-W1-0037.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0037.jpg,train,6,train,P-W1-0037.jpg,b7d7813cbe2640cad44a9e4287a068e1,p-w1,80,13899067001618049434,9352174960966366451,True,
train,train__P-W1-0038.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0038.jpg,train,6,train,P-W1-0038.jpg,f2268eb745a2bedd3701781261801312,p-w1,79,10561579727368940973,17117210961282457029,True,
train,train__P-W1-0039.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0039.jpg,train,6,train,P-W1-0039.jpg,f32ec0d366bc9c3bd61b1ad0064200f2,p-w1,75,10647326239017713048,14540321892740028887,True,
train,train__P-W1-0040.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0040.jpg,train,6,train,P-W1-0040.jpg,4e4091293a9b9b2304f699625baa29b3,p-w1,79,10579596294350497196,17116379782250552771,True,
train,train__P-W1-0041.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0041.jpg,train,6,train,P-W1-0041.jpg,95b3edeabbb95eafb25ac5b963c7fb88,p-w1,80,10561581887234174445,17117505680009911747,True,
train,train__P-W1-0042.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0042.jpg,train,6,train,P-W1-0042.jpg,d729f5824117bb327954780c13c89d55,p-w1,93,12286100299980494111,4177495447548803913,True,
train,train__P-W1-0043.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0043.jpg,train,6,train,P-W1-0043.jpg,33bd531d7041216a79c75c735c4f491f,p-w1,88,12377086086460203551,13087825330111345491,True,
train,train__P-W1-0044.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0044.jpg,train,6,train,P-W1-0044.jpg,e9678ef2854cb30dfffdad870095c35f,p-w1,85,12284978804819805449,10032668900472773069,True,
train,train__P-W1-0045.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0045.jpg,train,6,train,P-W1-0045.jpg,dc8fa2638d99443c52a9aa2cb2f7fc25,p-w1,85,12339072308904500344,259928265182534569,True,
train,train__P-W1-0046.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0046.jpg,train,6,train,P-W1-0046.jpg,a465536f34e8749e64b7e9439c8f8607,p-w1,70,12293195590163398197,11077554815333816117,True,
train,train__P-W1-0047.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0047.jpg,train,6,train,P-W1-0047.jpg,7e07a4cd5fbaf8e7cc44fea2c096da0a,p-w1,79,12290944884022869553,11221625747496228663,True,
train,train__P-W1-0048.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0048.jpg,train,6,train,P-W1-0048.jpg,508edad208f1bc9b25f2fc9042722f31,p-w1,87,12315709327198123531,10642966797676303287,True,
train,train__P-W1-0049.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0049.jpg,train,6,train,P-W1-0049.jpg,3ce279dcd6229676d63b13e5a834eff4,p-w1,84,16879263677889584441,9447271505424780181,True,
train,train__P-W1-0050.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0050.jpg,train,6,train,P-W1-0050.jpg,04945e51173f51605483eab9c745490f,p-w1,76,13886915828135487646,11068103825775773123,True,
train,train__P-W1-0051.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0051.jpg,train,6,train,P-W1-0051.jpg,b0d58d2e7c8d53c408b2680578281c8a,p-w1,69,15037651505236831134,11077053885449336211,True,
train,train__P-W1-0052.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0052.jpg,train,6,train,P-W1-0052.jpg,9baa4ad974dc82a83cbb3bc141e164b8,p-w1,82,14610772082483277001,14540392261401948567,True,
train,train__P-W1-0053.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0053.jpg,train,6,train,P-W1-0053.jpg,4d6c9a25393a62617c6dab436d6f1e53,p-w1,83,10575092698984541612,17134394041173597639,True,
train,train__P-W1-0054.jpg,D:\Broiler chicken detection dataset\00_DATASET\PIO-GRDB-MD5-7_1_2\images\train\train__P-W1-0054.jpg,train,6,train,P-W1-0054.jpg,01d4e4640776a054f4ed354b5025389e,p-w1,89,11831138093736024987,13235707312215418822,True,
